"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"LINC01754",254.453048910183,2.86856018383501,0.725791480961176,3.95231999697231,7.73971454447275e-05,0.00399926766593662,"Up"
"SAE1P1",301.215245800666,2.11761915250725,0.629404232563262,3.36448190677588,0.000766875122406778,0.0184611963734563,"Up"
"LINC02482",213.79144242855,2.15612909932769,0.515841275899164,4.17983050225931,2.91726453191229e-05,0.00191681440126237,"Up"
"MYL6BP1",87.8697232232815,2.4665918097516,0.563870860702193,4.37439133967649,1.21771759184513e-05,0.00103189300609559,"Up"
"GPRC5D-AS1",168.884237887243,3.57316770714672,1.10040136824097,3.2471494586185,0.00116567158918111,0.0249435855386073,"Up"
"COX6B1P5",1958.20553381334,1.31646165113604,0.426255595932182,3.08843253601647,0.00201215373631952,0.035675805134427,"Up"
"PKMP1",47.2936430571623,2.22233688064835,0.638085156223102,3.48282178166095,0.000496158545050387,0.0135835562456197,"Up"
"GSTO3P",4235.18928764255,1.95498935579929,0.529548587984172,3.69180354769961,0.000222669433987344,0.00807538174557997,"Up"
"GLRX",11584.5018535494,2.51370876259695,0.726267076526519,3.46113550213393,0.00053790199158781,0.0143740795359709,"Up"
"ACTG1P10",19015.491941304,2.57017122411992,0.730337978848518,3.51915318462852,0.000432926658506359,0.012593205144573,"Up"
"APTX",1372.38348857075,1.68007100493968,0.47159898456979,3.56249919934052,0.000367341029162616,0.0112725255377649,"Up"
"ALG1L6P",97.1054304971479,2.25701908261629,0.446211159683926,5.05818609336228,4.23263283303923e-07,0.000107096466725446,"Up"
"PRMT5P1",267.425641674808,2.68980645940106,0.515071750520888,5.22219760000597,1.76812147108252e-07,5.19734653473466e-05,"Up"
"CCDC86P1",59.4566984531461,2.06611451344969,0.684160015082611,3.01992877090341,0.00252834138635579,0.0419014440439083,"Up"
"CTBP2P6",172.991644774542,4.23470869439006,1.24071813261322,3.41311099038333,0.000642257791059069,0.0162304440158817,"Up"
"KBTBD4",81.7009434143265,2.99771172980804,0.972820706893661,3.08146373588213,0.00205985565983267,0.0361418715560356,"Up"
"GAPDHP39",552.941678245966,1.68654215503338,0.457244093567241,3.68849412985444,0.000225585229699906,0.00812834521209015,"Up"
"COX6B1P1",8227.74116919926,1.10048019591113,0.304402265516558,3.61521683829673,0.000300096330733125,0.00991738465765978,"Up"
"LINC01504",640.448092781076,3.06711031259543,0.709678012110676,4.3218336488592,1.54737837714139e-05,0.00120029281060204,"Up"
"ANKRD65",380.044450863784,3.61193816129942,1.05125829957285,3.43582368174122,0.000590755305449254,0.0152748536154356,"Up"
"ANKRD18CP",4415.5395694628,2.59416226181681,0.678873457247247,3.82127513474431,0.000132763434984064,0.005575066048015,"Up"
"NR1I2",389.404527221809,2.96489066627883,0.712592647625796,4.16070903363542,3.17261080423814e-05,0.00206035248158953,"Up"
"TIMM8BP2",4286.50112965516,2.34112517077941,0.575760503843235,4.06614409142736,4.77973897546551e-05,0.00278071272687238,"Up"
"WDR83",66.7860205692004,1.66797140012009,0.449641364379007,3.70955951177602,0.000207620152368571,0.00767919570184417,"Up"
"GM2A",269.679515288748,3.67062229471939,0.808037423879274,4.54263897468666,5.55543480782812e-06,0.000599935847449284,"Up"
"ACTR3P2",96.6322635430126,2.31507203977817,0.783172471215645,2.9560181503631,0.00311638751125337,0.0478109943389497,"Up"
"VCF2",171.082316473517,2.01599912629342,0.579061165734464,3.48149598969634,0.000498621247930695,0.0135843886326484,"Up"
"PRDX3P1",1719.34475189186,3.07010962176228,0.926913875791287,3.31218433766718,0.000925705278076113,0.0210165202359963,"Up"
"MTCO1P45",23912.7039310704,1.49126158472165,0.327480526933729,4.55374125199034,5.27001705583164e-06,0.000588660905136394,"Up"
"C15orf40",352.452858342893,2.50660418195762,0.635234606091504,3.9459502960337,7.94841022236284e-05,0.00399926766593662,"Up"
"C9orf85",223.38625498766,2.1407669635452,0.603174847061321,3.54916484660303,0.000386455068687579,0.0117942708121319,"Up"
"GBA1",4927.82325124298,2.55145559676167,0.4827675568837,5.28506019176496,1.25663431726122e-07,3.89905703439107e-05,"Up"
"PELP1-DT",116.471778981332,2.53270085232915,0.728423306922165,3.47696295308104,0.000507127884454825,0.0137490739547582,"Up"
"FAM242D",115.500220369342,3.08963592581125,0.626400554548739,4.93236460819712,8.12400891204644e-07,0.000162044963477784,"Up"
"PKMP2",153.177038783723,2.86701154921668,0.614785167714234,4.66343643239833,3.10972273952223e-06,0.000434195037505792,"Up"
"ABCF2P2",126.042369134377,2.1822079790354,0.535912708369741,4.07194669011252,4.66218511588741e-05,0.00278071272687238,"Up"
