"","HGNC_Symbol","p1Pve","p1Nve","p2Pve","p2Nve","p3Pve","p3Nve","control1","control2"
"34","VN1R31P",48.272213,6.9317007,47.42378,24.632088,59.824684,12.272401,113.6292,8.075994
"35","CCDC18-AS1",300.75378,4.9999995,175.70927,110.78581,144.27939,32.266502,512.93054,7.712272
"36","ZBTB20-AS1",17.45995,15.513642,32.93203,135.12521,1265.6327,26.744652,10.17491,7.5042553
"37","RPL21P133",136719.52,1994.2926,75895.12,23896.297,107789.234,14018.899,125448.125,22188.123
"38","NPM1",2078.684,40.139534,3164.316,1585.4224,5715.021,100.172005,3672.674,26.012236
"39","RPL7P58",355436.4,14722.466,299804.53,100108.71,268458.22,97400.266,368753.72,33786.516
"40","TONSL-AS1",24.670832,4.9999995,14.81899,20.24611,36.369137,6.629985,21.293098,4.9999995
"41","RPSAP61",227491.94,6219.7017,181672.16,53615.85,358672.75,25006.043,305151.44,17083.615
"42","DBF4",6893.994,116.73536,7294.6714,1200.5302,6747.8267,1135.912,78268.88,1177.4424
"43","ATP6V1FP1",619.3072,67.96086,1146.0669,451.04788,861.7202,362.26465,622.57983,19.392113
"44","PABPC1P5",70188.62,1968.2758,114435.14,47635.836,90249.766,22505.213,127366.95,325.37738
"45","OR5E1P",28.396862,20.006498,28.627214,7.3587418,32.08974,6.1074996,40.485355,9.365178
"46","MTND2P12",53.98016,19.760778,74.67564,27.16096,86.591125,32.41921,101.962006,13.69077
"47","PPBPP2",94.27657,19.82696,69.03642,43.137554,87.14439,25.78191,131.07787,14.083902
"48","NNT-AS1",98.948364,25.146297,427.3016,214.28035,256.57483,75.61335,122.72341,7.2557364
"49","MTND4LP20",53.242348,7.1284676,61.989925,48.82655,120.54016,26.24252,81.66616,4.9999995
"50","SNHG14",199.51154,25.89154,186.54782,107.86737,178.9613,58.554993,231.06398,27.328676
"51","SOCS5P5",155.13362,27.303171,366.52237,113.271706,199.2787,89.229996,407.47897,32.683365
"52","SEPHS1P4",3250.0698,255.0573,4912.4014,1760.8995,5728.9785,1094.9391,5406.772,149.05345
"53","LMF1",41.53041,32.52634,115.95383,89.713264,295.35016,45.556408,62.603115,8.578532
"54","TTTY23B",32.635536,4.9999995,55.500095,50.25785,418.9162,22.613077,23.32157,5.2936077
"55","PLEKHA7",64.10685,4.9999995,42.73861,62.03301,101.86691,19.385532,46.088467,4.9999995
"56","HMGB1P30",54.681313,4.9999995,26.194399,58.4608,91.91702,4.9999995,27.35162,4.9999995
"57","UBE2V1P15",190.40965,16.937992,193.57129,216.581,307.80524,69.82983,269.2557,5.5725017
"58","KRT8P17",15.724882,5.802391,32.03233,42.345554,213.76855,18.115988,33.017597,4.9999995
"59","COX6A1P1",1066.5775,84.45669,1962.2115,832.1957,1326.6151,345.68298,697.7487,36.810585
"60","ZKSCAN7-AS1",53.346912,7.5831733,64.93619,45.284878,110.95214,29.335072,82.15409,6.198338
"61","GPS2P1",1297.1669,37.025635,827.3917,251.71783,665.42834,216.22551,1131.7567,4.9999995
"62","CTBP1-DT",112.577,15.552529,83.649574,68.193726,104.63259,73.70646,134.20126,14.534511
"63","DHX9",36774.45,615.897,31085.95,7838.523,36168.582,5405.1675,79137.39,1540.6047
"64","RPS15AP27",504.01456,14.092419,328.19922,129.12306,452.77512,38.99593,734.7694,23.412502
"65","ADAMTS19-AS1",89.52665,32.122574,113.17018,61.594345,211.79158,43.338627,211.75995,25.976168
"66","RPL23AP82",1369.5851,60.560944,4226.6655,687.3754,2617.4387,300.52127,1349.9955,37.364357
"67","RPL31P63",282956.34,47641.91,296151.88,182910.17,304790.97,155966.38,366864.56,102825.42
"68","HOXD13",40.311893,6.0105696,26.864252,21.92532,54.57498,16.999973,61.147343,7.328615
"69","MTATP6P21",1418.238,121.644,1962.3425,655.2557,3122.2302,558.1252,3309.8818,120.10724
"70","RPL7AP55",4130.0615,119.03222,6864.5405,1572.8792,10031.4,705.8383,11235.675,90.0943
"71","RPL13AP13",422885.9,76398.984,368231,203567.69,492146.94,181293.55,494993.94,165746.98
"72","IGHV3OR16-9",1542.8112,77.4275,710.1632,361.7748,4141.4536,305.70972,2070.8228,265.05255
"73","CTAGE12P",38.315197,5.86258,34.553516,18.078442,27.992199,12.317931,58.416973,12.82906
"74","LSM3P4",45.439156,4.9999995,59.71301,40.20599,125.76374,15.41909,52.768333,4.9999995
"75","SETD4-AS1",150.28387,29.239124,377.81616,195.0942,279.73672,102.53798,257.4341,24.780756
"76","VTRNA1-1",402.9937,22.273743,447.61606,126.808945,818.1945,113.38689,357.86334,37.838604
"77","GPAT2P2",6625.7524,34.415035,85.88555,117.867676,118.5471,288.69757,1191.9568,29.370289
"78","MKRN10P",1040.0287,19.791323,1534.4163,718.11755,1386.3792,396.17328,3784.4104,12.401159
"79","LINC01215",560.8446,33.23865,506.33713,192.52385,1334.271,209.13345,3218.7327,129.1759
"80","WDR97",104.31739,15.216909,66.96553,46.48915,203.40596,43.801243,140.7671,11.52197
"81","RPL23AP57",212713.66,5717.277,179327.84,69941.48,251175.03,35136.414,272327.5,29400.023
"82","RPL37P6",437515.78,48887.562,368121.97,207258.5,530733.4,170131.34,506358.8,136845.56
"83","KRT14",39.427315,4.9999995,50.90079,24.6669,67.45865,22.098333,61.796036,5.5534124
"84","CCNB1IP1P1",2197.6177,148.31583,3471.5977,646.9888,3643.3525,265.88507,5544.3984,330.29623
"85","PPIAP86",75222.54,4657.792,86666.5,36117.836,141136.67,21813.365,120302.61,4615.3306
"86","LONP2",14959.007,278.84924,12228.631,2201.8723,10987.419,2667.8328,56514.523,582.68604
"87","LINC00354",69.07233,4.9999995,41.34221,18.430902,42.2757,23.93708,103.095024,4.9999995
"88","ZNF788P",7325.748,65.3722,4680.9326,1274.517,7083.6465,673.60345,12307.595,61.047062
"89","ADAM20P3",26.330835,6.973559,80.751854,14.022207,167.00623,18.402409,47.89909,11.36327
"90","FAM138B",872.11206,166.00781,1048.2102,390.6866,1078.4406,344.78427,1221.7861,163.83249
"91","KIF26B-AS1",39.509827,11.412659,50.612816,39.077084,62.37547,13.288589,72.262924,4.9999995
"92","TPTE2-AS1",133.10042,28.097425,166.56302,85.675156,151.11269,65.11879,253.2022,20.67657
"93","EEF1A1P48",335.55792,57.937683,366.86923,173.76915,429.688,118.30841,492.3071,61.029045
"94","TPT1P15",279171.03,30044.834,230432.69,174233.17,350883.7,132568.84,362061.6,15329.877
"95","POLR1HASP",35.43005,8.337005,66.31677,26.829052,156.28778,25.360064,79.13413,4.9999995
"96","SAP30L",3258.4854,142.7909,2850.4321,1173.956,1832.5125,547.8439,3225.173,129.509
"97","LINC01997",814.5971,28.05382,801.633,202.91692,734.7645,120.63961,2034.9653,74.57468
"98","DPY19L4",61.135662,4.9999995,95.07781,46.25366,194.23518,37.44641,175.58405,4.9999995
"99","PPIAP33",90521.02,4268.945,81183.5,31520.174,134465.16,18179.11,102315.414,3608.3972
"100","SKINT1L",91.2123,11.409209,80.22838,63.209,91.86615,32.16877,106.4284,4.9999995
"101","UBA52P4",220171.78,16191.62,162717.48,106064.76,239305.5,64273.746,222831.03,14425.157
"102","RPL31P48",196.61372,4.9999995,102.452,70.07651,164.93384,16.637783,242.86162,6.536157
"103","HDAC2-AS2",150.9996,13.60706,129.3609,119.18591,209.49023,37.370163,178.3621,23.349897
"104","OGT",733.1465,26.929487,1039.3159,334.99432,2260.6096,180.37177,8069.1284,66.770836
"105","LINC02888",409.22708,29.43474,230.55507,75.24672,258.2118,109.589714,453.7597,86.193474
"106","ST13P12",35.125134,4.9999995,20.511793,4.9999995,29.964954,16.638458,67.31695,4.9999995
"107","MELTF",127.01839,4.9999995,27.78451,229.24689,632.2782,144.12686,256.88574,5.8671184
"108","RPL7L1P11",294.02554,35.94174,955.1123,375.23138,692.2348,117.20741,354.19662,10.573528
"109","HACD2",32602.992,325.75873,20853.756,4486.306,19018.232,2688.5693,36569.95,304.04303
"110","PHKBP1",783.9347,6.0065217,1142.8472,228.76413,701.74426,51.45838,977.4431,4.9999995
"111","ZNF532",8685.542,47.995235,13856.883,1009.59094,4008.2126,262.0787,11843.743,230.40987
"112","NSA2P3",18894.354,193.62234,16174.493,4387.789,22301.156,1454.0723,25660.074,115.94639
"113","PIK3CD-AS1",4111.6772,32.38253,1243.8524,457.6928,1022.0855,262.35953,458.82062,17.885918
"114","NAIPP4",1141.4519,31.379475,952.8125,932.51526,1225.0598,321.30356,2456.0432,4.9999995
"115","PDCL",643.46533,29.76632,762.7914,142.6104,578.1999,75.9591,447.08762,10.393039
"116","ATP6V0E1",157.24265,5.9303565,232.9716,50.58569,276.54694,35.333958,125.7543,26.990892
"117","NDUFB4P2",879.1261,55.338757,850.45044,308.1346,1389.9083,180.9231,1680.1647,50.320248
"118","CYP2A7P1",140.30846,38.694317,207.68396,95.68458,194.39485,77.2526,213.51286,39.765884
"119","MSTO1",231.88971,23.023266,237.59438,125.083176,843.67633,89.54092,355.76883,23.25253
"120","RPS3AP18",31601.768,585.85425,26201.408,6360.203,40304.242,3869.6282,46357.156,1446.576
"121","RPS25P10",560.40656,9.09932,272.21936,66.975,532.5683,28.421331,596.3528,17.08897
"122","TTC28-AS1",1670.8191,61.841274,1148.597,530.0974,868.54333,409.46655,3713.1355,90.06923
"123","NIFKP1",31.557205,4.9999995,47.193317,23.988506,46.30784,5.474721,52.400608,4.9999995
"124","NHSL2",85867.914,2171.0598,61803.156,22216.771,113670.51,11106.881,124279.695,1098.9984
"125","PGBD4P1",219.54375,15.24915,386.17682,36.363655,317.04404,49.521313,936.2249,22.68926
"126","SNAP47",20.030397,7.106976,46.9929,45.017185,209.87604,18.942577,35.939564,4.9999995
"127","TXNL1",73.868546,4.9999995,99.42207,71.503555,279.27518,16.976952,1247.0756,4.9999995
"128","ICA1-AS1",64.99762,7.278319,44.034378,111.37511,117.92621,42.500378,96.11391,9.61792
"129","RPL32P36",319231.72,37785.035,284882.7,159988.77,365900.66,117008.37,334451.75,98573.55
"130","SLC25A5",96152.18,3053.1772,104435.36,38849.215,152791.5,22285.697,155921.42,1350.4908
"131","HMGB3",134.2499,26.126635,119.08043,218.64119,768.7468,107.55363,1166.0671,92.014595
"132","CYB5D2",48452.367,7900.009,60755.727,37207.45,60112.79,29269.906,98417.29,14031.656
"133","PRKAR1B-AS1",9690.698,433.41074,7299.693,3373.5789,6008.1445,2077.1238,4637.141,126.02076
"134","EEF1A1P27",65.12103,4.9999995,15.043971,24.111038,64.87425,14.626749,41.10343,7.6075697
"135","SNAP47-AS1",132.94081,10.1055,110.29798,55.918545,253.4492,40.69568,127.48604,16.621294
"136","MIR3171HG",566.5199,4.9999995,138.29459,45.011757,273.64267,14.114157,547.3089,17.420988
"137","GFI1B",114871.086,3446.9607,116688.75,47545.61,110945.16,30830.125,140382.98,12569.565
"138","TOM1",86.660324,19.585814,114.98091,159.55728,246.52473,116.12799,179.97307,22.023726
"139","ARNILA",665.32715,8.475532,487.8504,93.68195,577.7697,44.394135,2255.044,29.321802
"140","ACVR2B-AS1",143.8808,36.079468,136.99098,121.22309,182.01518,80.77999,223.51973,24.645102
"141","LINC01816",328.50656,97.67143,364.2522,266.48227,335.64645,256.43918,544.0761,82.32019
"142","TPI1P2",2061.4358,361.081,6025.637,3213.662,5590.686,1841.7249,1303.5493,7.8773727
"143","SALL4P2",47.077812,15.021682,60.19688,111.68981,112.49989,46.972153,206.84212,4.9999995
"144","CHCHD2P9",17219.793,1110.0554,19200.727,9174.514,25666.012,6381.26,18055.443,476.4176
"145","HINT1",1625.5259,23.01092,1764.9235,311.60306,1686.0781,118.09713,8423.583,42.010674
"146","QRSL1",38288.934,932.4709,22181.758,9966.25,37430.137,4583.8374,36641.5,9628.13
"147","REPIN1-AS1",68.05747,8.790132,93.57105,33.90419,92.76871,36.169506,158.44339,9.067375
"148","VDAC1P1",2491.0437,114.0462,4056.7637,2592.9656,5408.5557,637.69507,3475.7883,37.87687
"149","POU2AF1",37.43921,9.404661,47.88619,26.983149,54.804726,23.17136,62.351948,8.139537
"150","HOXD10",5294.716,678.47046,4685.4087,1027.9512,4286.315,897.97626,5989.444,1768.3802
"151","FAM3D-AS1",19.625198,12.632321,27.484306,10.192188,178.76408,14.834622,22.744606,4.9999995
"152","PRKAR2A-AS1",3136.9868,31.69044,2286.6963,384.7031,3080.7085,229.1041,2923.8157,14.268479
"153","RNF170",445.92352,7.23802,277.18292,167.35628,611.55084,41.84716,516.4803,4.9999995
"154","ADARB2-AS1",45.834866,7.2091146,122.35517,26.28019,66.064644,20.2777,128.69911,4.9999995
"155","C1QBP",13016.342,454.75845,20503.08,4387.093,13145.996,1844.6259,15042.917,323.9335
"156","PPP1R26-AS1",28.8063,9.119361,30.774837,11.784231,81.485405,19.84455,34.44361,4.9999995
"157","TMEM161B-DT",234623.92,12919.441,237201.08,86505.09,303382.7,69341.266,308083.44,57119.656
"158","ATP1A1-AS1",189.00151,4.9999995,116.04159,65.44834,217.74571,19.66823,90.02503,5.9088016
"159","HOXC12",189.69249,31.94051,223.30801,133.51828,323.95425,88.252655,222.65976,29.385242
"160","FGF7P8",106.079704,11.715791,155.0598,43.668457,224.19554,7.3231177,72.286285,5.8299704
"161","MARK2P17",56.590942,10.694619,49.851517,42.80463,120.24133,18.943054,68.82675,17.77533
"162","PFN1P4",1379.3541,1223.1445,4853.578,3469.5627,1601.657,2197.6133,1540.6445,121.97933
"163","MHENCR",2278.8555,46.500877,2056.9763,288.5743,3787.4512,197.03462,3081.8145,65.52984
"164","GUSBP5",52.3808,10.013671,83.46112,71.64147,85.73949,28.87536,97.85629,15.976619
"165","ABTB1",144.28096,36.759823,224.89235,216.81863,3168.9922,96.514084,115.34038,16.269112
"166","RPL7P56",269456.7,10511.904,230061.61,77064.35,227619.5,80252.95,272623.6,34922.55
"167","OR7E116P",395.48196,43.052204,181.03973,98.3655,382.20837,116.51537,478.30933,47.010143
"168","LINC02363",109.520805,11.24222,145.43741,59.67436,129.10138,51.202946,86.476746,4.9999995
"169","KRT16P1",94.46272,9.305425,65.30916,25.652473,137.65878,41.83882,133.19362,11.294519
"170","PA2G4",25498.344,920.7328,17458.32,10552.062,29861.387,8415.073,16153.839,1872.7234
"171","ST3GAL5-AS1",53.620094,4.9999995,53.78275,59.959866,160.46498,68.61286,34.673206,4.9999995
"172","HNRNPA1P28",28198.408,1543.7446,72191.23,27983.639,109959.34,17863.418,126674.914,2324.7432
"173","FBXL19-AS1",59.469982,4.9999995,401.6658,112.98013,100.59088,39.537457,115.6268,4.9999995
"174","EPS15-AS1",4172.519,32.53586,1892.3177,310.58243,2094.858,245.92772,3613.725,17.250608
"175","RPS15AP39",278097.97,50860.004,283542.4,172974.97,262577.94,156289.83,334663.6,131496.2
"176","HIGD2B",25.45674,5.4198904,33.72109,8.252628,33.884777,16.81923,55.95491,4.9999995
"177","DET1",108.73641,14.278911,163.64697,63.597645,161.62589,22.576052,74.798225,4.9999995
"178","RPL10AP2",244023.38,21356.662,243725.14,128363.99,259759.05,81807.44,320907.44,86951.234
"179","ATP2B1-AS1",133.4761,7.9634795,115.565216,89.5661,488.80978,229.43578,871.6199,5.4872465
"180","HADHAP2",15895.368,737.2536,18303.344,6215.4766,25889.424,4368.1157,10897.372,116.199135
"181","MORF4L1P7",96.765175,14.876308,119.56516,74.435715,112.031395,51.83185,169.07318,10.644552
"182","TCP1P1",6367.3213,206.31064,3256.4094,3445.2886,8542.05,1755.8955,10818.799,191.28555
"183","ARMC9",237929.11,26006.248,244644.56,143540.06,354260.28,90047.04,348137.1,67874.72
"184","CTDSP2",1628.6052,37.740856,1215.2014,540.2621,1351.1918,191.73433,650.61584,9.054109
"185","TRBV8-1",203.43379,50.628693,354.831,118.72559,284.0527,85.68767,419.77,33.20345
"186","SOX1-OT",193.8514,9.680941,149.07986,38.252472,165.08873,32.162434,199.14076,24.090193
"187","SHMT2",1899.1775,20.39522,2785.263,318.55048,2183.5642,111.8721,580.9488,5.0926166
"188","IP6K2",336.74942,17.418312,298.65002,139.32848,570.8259,76.78294,288.9813,25.54583
"189","PPP2R2C",263.84253,47.841846,308.87427,228.21428,314.46338,156.59538,501.18027,40.899723
"190","RN7SKP150",29.94832,4.9999995,13.322432,29.715036,46.525673,41.744545,74.068695,8.305633
"191","RPL7P54",1391.0453,15.375121,981.0811,250.01756,1829.056,202.77324,1594.4916,38.8298
"192","CRB1",1677.53,48.042484,1037.2727,1577.8872,1103.5381,526.13055,2604.5166,16.84903
"193","RPL13AP8",1703.6848,31.982775,619.1811,206.33847,1132.7004,91.51824,1839.66,89.28475
"194","CSRP1-AS1",109.46323,6.702408,183.55342,26.683067,97.80274,26.70102,129.3632,4.9999995
"195","ADPGK",1024.9915,22.895681,1916.5475,529.0287,859.0062,257.8318,1797.7996,4.9999995
"196","GTF2IP13",54442.5,8250.432,60698.16,49786.83,58097.562,55345.227,140036.16,3127.7375
"197","SMKR1",177.34274,62.577152,187.03853,570.54034,340.81537,230.61687,395.18015,12.22
"198","COL18A1-AS1",151.2508,14.403839,184.9711,141.55472,1421.8313,86.60529,168.1188,22.557024
"199","ATPAF2",106.1213,25.95358,85.43158,236.71873,233.59639,171.03278,249.4318,10.338938
"200","MCF2L2P1",49.047234,4.9999995,60.746216,44.945644,175.40643,32.567165,85.447586,4.9999995
"201","LINC02517",262.70697,66.78044,392.57413,168.0427,779.25275,136.82347,472.64465,59.309277
"202","RPL21P81",92223.3,1997.6835,66697.31,18155.428,100212.66,10426.347,113278.35,18861.496
"203","RPS7P7",6092.086,40.482964,2826.1335,416.38287,5286.277,220.04639,5454.232,98.64526
"204","BMP2K",1461.0305,105.914276,7784.7837,481.14404,1734.9763,353.12988,7134.517,63.214157
"205","CENPF",65.240746,47.842907,98.71924,51.74108,57.423286,61.666557,103.7115,25.093336
"206","PIMREGP2",61.329468,17.524488,86.64326,108.18968,506.29697,46.675552,88.61588,10.236399
"207","ZNF141",155.54646,12.873221,133.74539,86.472176,158.47041,32.17615,214.30408,17.585697
"208","RPS24P19",115121.63,6127.0845,106404.78,44739.977,141654.67,30384.531,148908.12,9216.15
"209","MBL1P",78.97466,11.393061,77.10169,37.572235,86.6243,27.956963,128.57611,11.9803505
"210","MYO5BP2",82.445145,18.93175,112.12319,46.46617,85.05337,43.51637,217.07785,25.34307
"211","RPL23AP12",286362.94,13991.006,267005.56,103737.266,322531.78,69064.96,339200.88,67450.97
"212","IGKV2OR2-1",480.1448,64.3106,528.0141,190.33635,514.8533,132.19432,491.0986,66.87787
"213","DDX11L5",57.882767,4.9999995,67.28454,51.40193,61.769817,15.602211,81.432495,4.9999995
"214","LINC00396",27.623873,4.9999995,21.069641,28.85318,62.75078,10.25618,35.54993,8.551892
"215","RPL36P17",5223.3286,111.49032,3584.1848,643.0571,4779.0005,436.78445,6439.2188,422.4261
"216","TUBA1C",4923.513,1066.8658,7931.8394,4077.1794,27511.559,3524.568,20626.42,457.12256
"217","H2BP8",175.27841,19.44257,191.13432,121.7757,216.1397,76.25613,265.3248,30.22097
"218","STAM-AS2",63.831146,4.9999995,45.28675,22.988022,106.44972,34.439365,55.90546,4.9999995
"219","MARCHF6",586.03046,4.9999995,336.4577,71.14928,245.85847,20.911695,591.45636,4.9999995
"220","RPS26P41",1662.8242,83.11594,965.75793,187.50046,1310.52,203.23257,3062.3174,91.38597
"221","ZNF528-AS1",64.56791,4.9999995,85.41376,71.427666,287.80032,31.454685,82.10287,4.9999995
"222","CACNB2-AS1",340.11856,7.7147937,254.20105,26.514248,127.450775,38.231503,447.40454,9.761941
"223","CICP1",160.24481,14.493938,101.665306,48.539955,286.20477,40.113194,156.16333,10.641688
"224","ZNF731P",91.408356,4.9999995,1836.3685,957.7804,125.32348,78.34185,180.69159,4.9999995
"225","USP27X-DT",34.22612,6.582716,116.23048,69.837585,200.82135,33.440506,121.8073,4.9999995
"226","BCAR3",61.794483,6.079356,215.0756,22.90502,134.2798,4.9999995,227.40485,4.9999995
"227","TAFAZZIN",186.48167,12.380619,303.32578,118.93662,374.75717,53.773647,120.86571,6.494952
"228","FAM86B3P",36.617886,10.76814,50.22562,22.635128,43.89485,23.376917,51.290314,7.4353867
"229","MTND1P12",169.70729,33.41961,153.234,93.03391,210.17899,68.78195,172.46167,25.921852
"230","PDZD2",526.5387,41.021053,637.8371,171.6854,432.38742,133.50235,734.5819,67.14003
"231","TMEM44-AS2",36.063065,4.9999995,25.69069,82.52287,36.31404,21.302431,58.627827,4.9999995
"232","CLOCK",4416.747,73.56252,6370.108,778.98956,3452.728,381.2974,8100.853,55.308422
"233","MED14P1",44.727726,7.0760636,46.87956,23.765226,66.30418,18.407732,63.69458,5.152786
"234","HCG4B",232.06937,59.022533,337.64594,177.89482,438.74353,176.48734,320.68057,52.13038
"235","ETS2P1",24.105532,5.0201306,34.96762,20.438969,93.52297,12.52028,59.989105,4.9999995
"236","DAP3P2",3875.1575,395.74585,7503.7295,3294.1355,6905.31,2047.0052,5718.411,180.45094
"237","RPS24P6",185149.98,13483.954,189355.64,94496.49,207188.64,71946.45,217198.53,32040.656
"238","CARM1P1",82.26876,8.408209,84.47598,55.525784,150.72351,36.235268,142.78174,12.231721
"239","RPL34",243294.39,33418.06,237534.36,150795.94,351766.2,133864.2,297084.03,120250.3
"240","EBLN1",233.24976,12.976959,139.10072,64.979836,119.659805,35.57665,270.5932,24.63673
"241","ELP4-AS1",27.142185,4.9999995,55.82064,7.4402895,49.930916,15.960068,54.15518,4.9999995
"242","AGA-DT",183.71123,18.714762,154.5598,78.605576,1125.4548,48.701992,286.95554,23.225208
"243","AGBL5-AS1",97.388596,11.090011,119.92742,53.100895,366.5621,40.75364,58.060043,18.483831
"244","RBMXP2",1112.2935,28.553413,1969.8011,642.9938,2184.641,282.65652,1899.445,15.602302
"245","PLEKHB2",26.550613,4.9999995,23.60541,26.643541,144.444,6.6077046,28.868166,4.9999995
"246","PDCD6P1",145.31653,7.8347335,221.4269,123.80291,556.50934,74.082016,207.1,21.134182
"247","VTI1BP2",237.77515,40.394455,564.17,367.49933,757.68854,110.30881,714.859,4.9999995
"248","ALG1L11P",1468.6803,81.38939,1882.9443,692.76404,1860.0897,375.30582,706.8034,18.394304
"249","PTPRVP",4110.153,1869.8214,4186.2803,4470.604,18900.574,2117.241,3882.4932,393.76395
"250","GOT2P1",38.53641,18.350388,46.997467,22.28534,39.203514,14.411359,82.30648,16.795786
"251","TYROBP",5180.199,3619.3433,6473.8193,12495.362,21166.477,7791.8726,8284.901,527.0102
"252","RASA2",14178.18,175.67651,13337.814,2790.8325,10534.721,1298.2374,55527.61,366.05917
"253","PGM5",94.46525,7.7500534,88.42834,99.65028,484.20932,35.956757,70.996185,13.6952095
"254","RPL29P6",13577.996,1404.3433,19468.494,5592.59,21263.605,3684.2095,14823.617,1806.1807
"255","KANK1-AS1",141.89601,9.716158,120.8665,24.012367,50.538345,95.83032,992.9084,43.053913
"256","PPP4R2P5",1252.3843,29.29344,1600.9774,489.45676,2769.3384,570.0484,3329.5332,27.855421
"257","LINC02579",169.59088,30.277258,250.64,123.278015,198.81259,76.18521,268.99222,21.991648
"258","PRR13P4",1903.1715,148.82367,3901.5754,1241.8757,2307.6775,725.5718,1697.5793,21.432314
"259","GAPDHP24",140.7251,153.88695,264.72162,221.31187,191.65608,179.59277,149.20561,24.504154
"260","RPL6P19",307191.9,34928.668,282297.22,159646.89,459794.84,133011.95,389675.75,67836.414
"261","HOXD3",97.26478,33.712887,125.39181,59.241352,127.29059,53.092472,157.05562,17.902994
"262","HNRNPDLP3",199.02469,45.76458,249.79182,103.62509,256.9693,80.409325,404.4538,57.395794
"263","RPS23P8",309021.28,10723.547,294632.34,133084.08,289318.62,77076.48,334031.5,46452.344
"264","DSEL-AS1",44.79762,7.2181234,47.352028,33.618305,75.96151,19.533667,82.33094,9.558361
"265","RPL32P3",526.8827,71.75344,346.2586,163.0721,772.78564,102.7362,601.83844,76.6255
"266","MIB2",65.95298,14.579182,100.94112,49.197056,205.28952,44.954918,88.21635,14.514401
"267","GABPB1-AS1",38.035915,6.849717,286.41486,58.095745,190.16707,34.837257,385.5988,5.584419
"268","TENT5C-DT",68.12278,7.9937477,107.80382,60.110054,132.86742,32.532074,187.164,6.963259
"269","RPL35AP21",255236.88,16943.293,202590.94,97334.74,214632.31,91734.45,270712.5,63270.88
"270","DEFA1B",263.5307,44.73348,143.20998,96.6333,362.20935,67.005356,307.6114,20.845049
"271","RETREG3",60.139526,9.638056,32.032295,36.935627,118.53229,23.285492,45.30024,5.022508
"272","DACT2",405.62088,49.16495,325.6554,222.97098,321.68204,212.43686,713.4489,206.94879
"273","ABCE1P1",140.71469,4.9999995,139.97163,40.69483,164.55084,14.39248,140.5842,4.9999995
"274","MIR3936HG",33.65188,10.272561,31.683035,24.93305,47.43375,16.65486,75.601456,4.9999995
"275","ITFG2",349.1496,4.9999995,526.7183,50.80556,210.45085,30.25657,303.66864,4.9999995
"276","APOC1P1",34.15863,11.17764,38.17987,16.933111,68.134964,17.80283,44.19186,5.9565883
"277","GUSBP1",2871.0845,192.32281,6192.089,2495.2544,3970.4944,903.8781,4551.978,25.107265
"278","PKD1P1",26.704082,6.356367,32.299526,10.892089,46.46606,18.508963,43.661198,4.9999995
"279","LINC02195",33.24571,9.710105,36.32321,51.48841,71.38466,20.235807,82.14551,4.9999995
"280","PDE10A",29.140139,6.9341717,36.70177,35.676655,37.022846,6.8845468,55.560993,4.9999995
"281","EWSR1",492.08228,25.194757,847.624,407.62177,299.96594,245.6494,448.44208,7.380219
"282","EFCAB14P1",444.5273,15.219241,700.111,202.44083,378.41678,88.01734,1209.549,4.9999995
"283","CECR7",922.48486,4.9999995,189.96793,20.880154,2596.5984,48.01461,896.487,31.857145
"284","TNPO1-DT",28.294798,4.9999995,43.19879,33.083378,174.27144,16.57874,339.17606,4.9999995
"285","LINC02270",176.92677,17.641788,98.31365,26.551018,2015.8184,35.294342,251.06085,12.30721
"286","ZNF263",3656.277,94.96183,3606.5254,861.36255,2696.9175,677.984,2866.4402,5.812093
"287","RN7SKP51",65.85426,5.1450324,32.008125,24.169714,79.93624,12.886361,85.30204,4.9999995
"288","ZNF542P",117.634125,15.050948,91.66658,60.6813,132.19,42.60992,149.318,16.70969
"289","FLVCR1-DT",302.9759,21.973063,261.244,138.1136,601.18396,100.96551,168.29504,6.20257
"290","HNRNPCP7",3470.6248,109.51581,6586.2505,2245.4392,5475.933,117.94718,2643.813,25.138395
"291","EPC1-AS2",47.640724,5.8337994,101.1229,96.07024,106.29253,92.67533,96.846924,6.677634
"292","OR7E31P",38.160995,8.276985,129.31259,22.2077,234.1541,13.274289,40.20349,4.9999995
"293","SETD5",126.00639,6.602462,122.69409,46.20867,120.30291,35.44496,204.10081,8.052243
"294","SAR1AP2",35.434288,16.920462,65.64054,31.181364,82.081375,27.110437,295.48608,13.522589
"295","VDAC1P4",603.2672,9.82788,784.51996,451.00702,1164.7552,103.90639,998.0326,6.870215
"296","RPS27AP8",777.9372,5.45234,279.203,86.614334,402.2413,28.35838,645.7062,28.400805
"297","DNM3OS",28.556877,6.500127,40.008247,28.796522,148.76195,8.861924,57.186268,7.7447014
"298","FAM157B",3166.7642,75.84187,6606.9067,812.438,3799.6006,447.53885,4560.297,29.785036
"299","CEBPA-DT",7.1317067,130.10223,89.686844,472.43317,154.11676,530.6815,10.892741,4.9999995
"300","STRADB",375.31723,31.601868,989.96906,567.65796,681.1047,106.64647,3431.9707,4.9999995
"301","CELP",45.131317,9.076317,48.805813,26.17644,176.20488,30.191797,67.01612,4.9999995
"302","SNAP23P1",287.128,46.575356,321.93625,172.86652,328.12155,157.51668,341.8759,31.420084
"303","MBNL2",12657.991,263.83032,11955.599,1950.6304,12615.898,1128.7457,64689.637,1750.6454
